Date,Group,TopicType,Url,Title,RawGithubUrl,ADA Status,Eligible for Exec Doc Conversion?,Reason for Ineligiblity,PageViews,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Link_Drilldown_Docs,Link_Trends,Freshness,LastPublished,LastReviewed,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,TopicKey,CSAs
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/azure-netapp-files,Configure Azure NetApp Files for Azure Kubernetes Service - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/azure-netapp-files.md,,yes,,311,-4.30%,177,H,0,14.80%,38.90%,83.60%,28.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=67c61a2e-fca9-a085-5dcd-041eab4d1ce6,https://aka.ms/learncontenttrends?p_SelectedPlatformId=67c61a2e-fca9-a085-5dcd-041eab4d1ce6,> 365 days,2/28/2025,5/8/2023,140,45.00%,17.40%,36.00%,1.60%,0.00%,7%,0%,83%,8/1/2024,schaffererin,No,,67c61a2e-fca9-a085-5dcd-041eab4d1ce6,f14cd209-a013-36b6-b2f8-af51d21641df,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/azure-app-configuration-settings,Configure the Azure App Configuration extension for your Azure Kubernetes Service - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/azure-app-configuration-settings.md,,yes,,53,-30.30%,35,H,0,9.40%,43.40%,88.60%,17.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=589cf6a4-5e64-6164-58c5-23ffcf820e61,https://aka.ms/learncontenttrends?p_SelectedPlatformId=589cf6a4-5e64-6164-58c5-23ffcf820e61,91-180 days,########,9/10/2024,4,7.50%,5.70%,86.80%,0.00%,0.00%,6%,0%,89%,8/1/2024,junbchen,No,,589cf6a4-5e64-6164-58c5-23ffcf820e61,04333e72-939c-3073-b1e8-35846ac3f869,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/csi-storage-drivers,Container Storage Interface (CSI) drivers on Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/csi-storage-drivers.md,,yes,,"1,800",-26.80%,"1,183",H,0,8.30%,27.20%,88.70%,30.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=778f69ca-9ab5-c979-01dd-af7fcedb0e78,https://aka.ms/learncontenttrends?p_SelectedPlatformId=778f69ca-9ab5-c979-01dd-af7fcedb0e78,271-365 days,########,3/14/2024,704,39.10%,8.40%,47.40%,4.60%,0.40%,9%,0%,88%,8/1/2024,schaffererin,No,,778f69ca-9ab5-c979-01dd-af7fcedb0e78,39f2214c-ec0b-3346-bfbf-cfd34b7a28ac,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/access-control-managed-azure-ad,Control cluster access using Conditional Access with AKS-managed Microsoft Entra integration - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/access-control-managed-azure-ad.md,,yes,,117,-33.90%,93,H,0,12.00%,45.30%,81.70%,12.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=16d5d0be-2113-cc0c-adf7-f53b544f8866,https://aka.ms/learncontenttrends?p_SelectedPlatformId=16d5d0be-2113-cc0c-adf7-f53b544f8866,> 365 days,########,4/20/2023,25,21.40%,7.70%,70.90%,0.00%,0.00%,8%,0%,82%,8/1/2024,nickoman,No,,16d5d0be-2113-cc0c-adf7-f53b544f8866,ff6ce761-1e07-30eb-9a1b-1de7c2c80e8a,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/azure-csi-blob-storage-provision,Create a persistent volume with Azure Blob storage in Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/azure-csi-blob-storage-provision.md,,yes,,"2,688",-32.50%,"1,397",H,0,10.00%,32.60%,89.10%,38.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=19c8a79d-aca5-89b4-3143-2651f6b3931f,https://aka.ms/learncontenttrends?p_SelectedPlatformId=19c8a79d-aca5-89b4-3143-2651f6b3931f,0-90 days,2/18/2025,1/10/2025,"1,440",53.60%,12.60%,31.30%,2.50%,0.00%,16%,0%,89%,8/1/2024,schaffererin,No,,19c8a79d-aca5-89b4-3143-2651f6b3931f,f38248f6-7bae-32b8-9e49-8ce642804fc6,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/azure-csi-disk-storage-provision,Create a persistent volume with Azure Disks in Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/azure-csi-disk-storage-provision.md,,yes,,"3,141",-33.70%,"1,995",H,1,8.90%,20.60%,86.70%,39.20%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=1beb6d40-d715-ae3c-1289-cfa48f1b48ca,https://aka.ms/learncontenttrends?p_SelectedPlatformId=1beb6d40-d715-ae3c-1289-cfa48f1b48ca,181-270 days,########,6/28/2024,"2,163",68.90%,11.50%,17.60%,1.90%,0.20%,16%,0%,87%,8/1/2024,schaffererin,No,,1beb6d40-d715-ae3c-1289-cfa48f1b48ca,6e98b711-55b9-3872-b8e6-7eec8567ac78,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/azure-csi-files-storage-provision,Create a persistent volume with Azure Files in Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/azure-csi-files-storage-provision.md,,yes,,"3,675",-34.10%,"1,964",H,1,9.30%,22.10%,89.50%,44.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=107ef50a-3580-4c95-11f9-0b1a79bb9480,https://aka.ms/learncontenttrends?p_SelectedPlatformId=107ef50a-3580-4c95-11f9-0b1a79bb9480,0-90 days,2/18/2025,1/10/2025,"1,973",53.70%,14.80%,27.50%,3.30%,0.70%,21%,0%,89%,8/1/2024,schaffererin,No,,107ef50a-3580-4c95-11f9-0b1a79bb9480,90fc4542-aca9-34c6-81e4-84d9a52e34a2,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/quickstart-helm,Develop on Azure Kubernetes Service (AKS) with Helm - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/quickstart-helm.md,,yes,,"1,704",-31.90%,"1,172",H,0,11.70%,30.70%,88.10%,41.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=51823d6d-d757-2351-dac0-68389656b9b0,https://aka.ms/learncontenttrends?p_SelectedPlatformId=51823d6d-d757-2351-dac0-68389656b9b0,> 365 days,########,1/25/2024,840,49.30%,6.90%,42.90%,0.90%,0.00%,6%,1%,88%,8/1/2024,nickoman,No,,51823d6d-d757-2351-dac0-68389656b9b0,9ae1dc1d-0416-3592-9fa5-53020b8805b6,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/open-service-mesh-binary,Download the OSM client Library - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/open-service-mesh-binary.md,,no,"contains non-bash code blocks (YAML and console), lacks eligible bash commands",9,-35.70%,8,H,0,,44.40%,87.50%,55.60%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=a3dede83-da25-ec6c-f20f-ce2560dcbb04,https://aka.ms/learncontenttrends?p_SelectedPlatformId=a3dede83-da25-ec6c-f20f-ce2560dcbb04,91-180 days,########,9/25/2024,2,22.20%,11.10%,66.70%,0.00%,0.00%,13%,0%,88%,8/1/2024,pgibson,No,,a3dede83-da25-ec6c-f20f-ce2560dcbb04,381c83e0-5041-30c6-880c-ea1cf0fd4268,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/draft,Draft extension for Azure Kubernetes Service (AKS) (preview) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/draft.md,,yes,,240,-27.50%,190,H,1,10.00%,14.20%,87.90%,34.60%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=e96f2bb5-fd21-1f44-7adc-9b2748daa7c7,https://aka.ms/learncontenttrends?p_SelectedPlatformId=e96f2bb5-fd21-1f44-7adc-9b2748daa7c7,> 365 days,########,6/22/2023,144,60.00%,22.10%,16.30%,1.70%,0.00%,16%,2%,87%,8/1/2024,qpetraroia,No,,e96f2bb5-fd21-1f44-7adc-9b2748daa7c7,ae997779-539b-3952-b89b-7f29c6a4cac7,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/ha-dr-overview,High availability and disaster recovery overview for Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/ha-dr-overview.md,,no,no bash or azurecli commands present,"1,891",-18.20%,"1,254",H,0,12.50%,27.80%,84.00%,32.30%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=35b05c21-5c42-c438-78fd-9bc897f8148c,https://aka.ms/learncontenttrends?p_SelectedPlatformId=35b05c21-5c42-c438-78fd-9bc897f8148c,> 365 days,8/1/2024,1/30/2024,"1,107",58.50%,13.20%,23.60%,4.60%,0.10%,6%,0%,84%,8/1/2024,schaffererin,No,,35b05c21-5c42-c438-78fd-9bc897f8148c,4c8e5c08-931c-39d8-831c-fb81ba317a5f,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/cluster-container-registry-integration,Integrate Azure Container Registry with Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/cluster-container-registry-integration.md,,yes,,"3,523",-15.50%,"2,214",H,1,10.10%,20.90%,89.50%,39.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=93e4cb01-3b16-663a-d938-e749e3dfe380,https://aka.ms/learncontenttrends?p_SelectedPlatformId=93e4cb01-3b16-663a-d938-e749e3dfe380,91-180 days,1/2/2025,11/8/2024,"2,104",59.70%,16.70%,16.30%,7.20%,0.00%,21%,1%,89%,8/1/2024,magoedte,No,,93e4cb01-3b16-663a-d938-e749e3dfe380,82f4b963-9661-3866-bb4d-7f87120f13d2,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/azure-ad-integration-cli,Integrate Microsoft Entra ID with Azure Kubernetes Service (AKS) (legacy) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/azure-ad-integration-cli.md,,yes,,695,-27.50%,508,H,0,13.20%,28.30%,78.50%,28.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=b6f21dac-aa25-db6b-6012-da423f1b5bbf,https://aka.ms/learncontenttrends?p_SelectedPlatformId=b6f21dac-aa25-db6b-6012-da423f1b5bbf,> 365 days,########,2/21/2024,349,50.20%,25.90%,16.40%,7.50%,0.00%,4%,0%,78%,8/1/2024,miwithro,No,,b6f21dac-aa25-db6b-6012-da423f1b5bbf,d9a5e442-7960-368b-912b-930d449c6bb2,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/keda-integrations,Integrations with Kubernetes Event-driven Autoscaling (KEDA) on Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/keda-integrations.md,,no,No bash/CLI commands are present; content is purely conceptual and contains only informational text and links.,198,-32.00%,123,H,0,5.10%,65.20%,90.20%,25.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=ad01a414-e232-5c90-6a80-7f054fbcbea1,https://aka.ms/learncontenttrends?p_SelectedPlatformId=ad01a414-e232-5c90-6a80-7f054fbcbea1,> 365 days,########,9/27/2023,21,10.60%,2.50%,86.90%,0.00%,0.00%,1%,0%,90%,8/1/2024,tomkerkhove,No,,ad01a414-e232-5c90-6a80-7f054fbcbea1,2703b99b-ceee-397b-ad4a-809e74f27c19,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/open-service-mesh-integrations,Integrations with Open Service Mesh on Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/open-service-mesh-integrations.md,,no,"contains non-BASH/non-AzureCLI code blocks (YAML, output, and Kusto query examples)",36,-29.40%,31,H,0,11.10%,27.80%,83.90%,38.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=ec8041e7-8c22-6767-bb46-da90bcdf72aa,https://aka.ms/learncontenttrends?p_SelectedPlatformId=ec8041e7-8c22-6767-bb46-da90bcdf72aa,91-180 days,########,9/25/2024,16,44.40%,22.20%,33.30%,0.00%,0.00%,7%,0%,81%,8/1/2024,magoedte,No,,ec8041e7-8c22-6767-bb46-da90bcdf72aa,d0c45364-cc61-3df2-9f81-6fc272d2664d,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/istio-latency,Istio service mesh Azure Kubernetes Service add-on latency comparison - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/istio-latency.md,,no,"content contains only conceptual information and data, no supported bash commands or terminal execution steps",61,-44.50%,52,H,0,6.60%,72.10%,78.80%,11.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=f98b5a1b-9ee4-2f3b-cf72-0730d9ea6b6f,https://aka.ms/learncontenttrends?p_SelectedPlatformId=f98b5a1b-9ee4-2f3b-cf72-0730d9ea6b6f,91-180 days,########,9/30/2024,1,1.60%,0.00%,98.40%,0.00%,0.00%,0%,0%,79%,########,shalierxia,No,,f98b5a1b-9ee4-2f3b-cf72-0730d9ea6b6f,ddcec6fa-662d-34d4-afd1-2f3a51dcbe05,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/istio-scale,Istio service mesh Azure Kubernetes Service add-on performance and scaling - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/istio-scale.md,,yes,,170,-41.20%,119,H,0,12.40%,44.70%,87.40%,33.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=bd33bc26-c538-c162-49cf-0ba10964089e,https://aka.ms/learncontenttrends?p_SelectedPlatformId=bd33bc26-c538-c162-49cf-0ba10964089e,271-365 days,########,3/19/2024,36,21.20%,10.60%,67.10%,1.20%,0.00%,3%,0%,87%,8/1/2024,shalierxia,No,,bd33bc26-c538-c162-49cf-0ba10964089e,22ea1e4d-0ddc-3e19-8d54-ffba36dd4f7c,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/istio-about,Istio-based service mesh add-on for Azure Kubernetes Service - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/istio-about.md,,no,no executable bash commands present,"2,347",-27.30%,"1,491",H,0,8.70%,32.30%,85.80%,38.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=a8fb3937-b188-bb99-d705-838a4db14241,https://aka.ms/learncontenttrends?p_SelectedPlatformId=a8fb3937-b188-bb99-d705-838a4db14241,> 365 days,11/4/2024,4/9/2023,"1,244",53.00%,15.90%,25.90%,5.00%,0.30%,6%,0%,86%,8/1/2024,shasb,No,,a8fb3937-b188-bb99-d705-838a4db14241,ace492a5-eb90-3339-8aa9-f5aba09fb1d6,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/keda-about,Kubernetes Event-driven Autoscaling (KEDA) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/keda-about.md,,no,no bash or Azure CLI command blocks present,"1,639",-30.70%,"1,099",H,0,12.00%,28.60%,85.60%,45.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=25a6a0f0-8a6c-2624-144c-a655bfb92fb0,https://aka.ms/learncontenttrends?p_SelectedPlatformId=25a6a0f0-8a6c-2624-144c-a655bfb92fb0,> 365 days,11/6/2024,8/8/2023,932,56.90%,17.40%,21.60%,3.40%,0.80%,5%,0%,85%,8/1/2024,tomkerkhove,No,,25a6a0f0-8a6c-2624-144c-a655bfb92fb0,0589e9a2-b3a4-39e9-83aa-51bc451e3362,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/long-term-support,Long-term support for Azure Kubernetes Service (AKS) versions - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/long-term-support.md,,yes,,"1,620",-30.90%,"1,104",H,0,7.30%,29.30%,89.50%,35.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=a69d6c45-0a88-dbdc-103a-fe643d373841,https://aka.ms/learncontenttrends?p_SelectedPlatformId=a69d6c45-0a88-dbdc-103a-fe643d373841,> 365 days,1/13/2025,1/24/2024,782,48.30%,9.70%,39.00%,3.00%,0.00%,9%,1%,89%,8/1/2024,juda,No,,a69d6c45-0a88-dbdc-103a-fe643d373841,55ca736b-b89b-33c3-9c73-bf394ae55611,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/azure-nfs-volume,Manually create a Linux NFS Server persistent volume for Azure Kubernetes Service - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/azure-nfs-volume.md,,yes,,270,-26.00%,194,H,1,10.00%,17.80%,83.50%,35.20%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=0f66e238-590a-dca4-2f6e-f35af5b4d62e,https://aka.ms/learncontenttrends?p_SelectedPlatformId=0f66e238-590a-dca4-2f6e-f35af5b4d62e,> 365 days,########,1/24/2024,151,55.90%,14.40%,28.10%,1.50%,0.00%,8%,0%,84%,8/1/2024,schaffererin,No,,0f66e238-590a-dca4-2f6e-f35af5b4d62e,89a9b727-9cb1-3027-8e1d-2aefd137d84c,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/aks-migration,Migrate to Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/aks-migration.md,,yes,,623,-28.50%,468,H,1,14.10%,21.70%,80.80%,39.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=8d2bf6ac-56da-cc59-b619-7d7f8a1494e9,https://aka.ms/learncontenttrends?p_SelectedPlatformId=8d2bf6ac-56da-cc59-b619-7d7f8a1494e9,91-180 days,########,########,368,59.10%,14.00%,23.80%,3.00%,0.20%,2%,0%,80%,8/1/2024,magoedte,No,,8d2bf6ac-56da-cc59-b619-7d7f8a1494e9,21e247db-8b90-3dae-a42e-6c4f1bc3b492,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/windows-aks-migration-modernization-solutions,Migration and modernization solutions for Windows AKS - Migration and modernization solutions for Windows Server containers on AKS,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/windows-aks-migration-modernization-solutions.md,,no,no command-line instructions or bash-executable code present,37,42.30%,27,H,0,2.70%,43.20%,92.60%,37.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=901479ae-d06e-916c-edd6-6c5f97f5fb4d,https://aka.ms/learncontenttrends?p_SelectedPlatformId=901479ae-d06e-916c-edd6-6c5f97f5fb4d,> 365 days,########,1/31/2024,7,18.90%,21.60%,59.50%,0.00%,0.00%,0%,0%,93%,8/1/2024,schaffererin,No,,901479ae-d06e-916c-edd6-6c5f97f5fb4d,82aada3c-0fb4-3796-89bc-8466299ff2c6,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/open-service-mesh-about,Open Service Mesh in Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/open-service-mesh-about.md,,no,no bash/Azure CLI command blocks present,478,-22.00%,354,H,0,5.90%,35.40%,82.80%,36.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=e44d2e83-30d7-a2c9-2f33-9ef4fd6e3717,https://aka.ms/learncontenttrends?p_SelectedPlatformId=e44d2e83-30d7-a2c9-2f33-9ef4fd6e3717,91-180 days,########,9/25/2024,216,45.20%,12.60%,36.00%,6.30%,0.00%,5%,0%,83%,8/1/2024,pgibson,No,,e44d2e83-30d7-a2c9-2f33-9ef4fd6e3717,ace64087-cff3-3710-9397-3618a89f1a8d,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/aks/passive-cold-solution,Passive-cold solution overview for Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/passive-cold-solution.md,,no,"No bash or az commands present; content is conceptual, not executable.",109,-9.90%,81,H,0,5.50%,39.40%,86.40%,22.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=a04e438d-b477-6f46-8636-eda987c155da,https://aka.ms/learncontenttrends?p_SelectedPlatformId=a04e438d-b477-6f46-8636-eda987c155da,> 365 days,8/1/2024,1/30/2024,11,10.10%,8.30%,81.70%,0.00%,0.00%,5%,0%,86%,8/1/2024,schaffererin,No,,a04e438d-b477-6f46-8636-eda987c155da,baf1d11c-32ae-3aa7-ab10-6bb0aab3ac32,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
